proyecto_codigo,proyecto_tipo,departamento,provincia,municipio
8492,1,Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa)
8492,1,Santa Cruz,Cordillera,Cabezas
8492,1,Santa Cruz,Cordillera,Cuevo
8493,1,La Paz,Murillo,Mecapaca
8493,1,La Paz,Murillo,Achocalla
8493,1,La Paz,Camacho,Mocomoco
8493,1,La Paz,Larecaja,Quiabaya
8493,1,La Paz,Bautista Saavedra,Curva
8493,1,Cochabamba,Campero,Aiquile
8493,1,Cochabamba,Campero,Omereque
8493,1,Cochabamba,Esteban Arze,Tarata
8493,1,Cochabamba,Esteban Arze,Anzaldo
8493,1,Cochabamba,Esteban Arze,Arbieto
8493,1,Cochabamba,Esteban Arze,Sacabamba
8493,1,Cochabamba,Arani,Arani
8493,1,Cochabamba,Arani,Vacas
8493,1,Cochabamba,Capinota,Santivañez
8493,1,Cochabamba,Quillacollo,Tiquipaya
8493,1,Cochabamba,Tapacarí,Tapacarí
8493,1,Cochabamba,Mizque,Alalay
8493,1,Cochabamba,Punata,San Benito
8493,1,Potosí,Cornelio Saavedra,Betanzos
8493,1,Potosí,Cornelio Saavedra,Chaqui
8493,1,Potosí,Nor Chichas,Cotagaita
8493,1,Potosí,Sur Chichas,Atocha
8493,1,Potosí,José María Linares,
8493,1,Potosí,José María Linares,Puna
8493,1,Potosí,José María Linares,"Caiza ""D"""
8493,1,Santa Cruz,Vallegrande,Pucara
8493,1,Santa Cruz,Florida,Mairana
8494,1,Chuquisaca,Tomina,Villa Alcala
8494,1,Potosí,Cornelio Saavedra,Betanzos
8494,1,Potosí,Sur Chichas,Tupiza
8495,1,La Paz,Omasuyos,Santiago de Huata
8495,1,La Paz,Omasuyos,Huatajata
8495,1,La Paz,Pacajes,Coro Coro
8495,1,La Paz,Pacajes,Caquiaviri
8495,1,La Paz,Pacajes,Comanche
8495,1,La Paz,Pacajes,Charaña
8495,1,La Paz,Camacho,Puerto Acosta
8495,1,La Paz,Camacho,Puerto Carabuco
8495,1,La Paz,Ingavi,Tiahuanacu
8495,1,La Paz,Ingavi,Jesus de Machaca
8495,1,La Paz,Inquisivi,Colquiri
8495,1,La Paz,Los Andes,Pucarani
8495,1,La Paz,Los Andes,Puerto Perez
8495,1,La Paz,Aroma,Ayo Ayo
8495,1,La Paz,Aroma,Calamarca
8495,1,La Paz,Aroma,Patacamaya
8495,1,La Paz,Aroma,Colquencha
8495,1,La Paz,Aroma,Collana
8495,1,La Paz,Manco Kapac,Copacabana
8495,1,La Paz,Manco Kapac,San Pedro de Tiquina
8495,1,La Paz,Gualberto Villarroel,Papel Pampa
8495,1,Cochabamba,Arque,Arque
8495,1,Oruro,Abaroa,Quillacas
8495,1,Oruro,Carangas,Corque
8495,1,Oruro,Carangas,Choquecota
8495,1,Oruro,Litoral,Huachacalla
8495,1,Oruro,Litoral,Cruz de Machacamarca
8495,1,Oruro,Litoral,Esmeralda
8495,1,Oruro,Poopó,Poopó
8495,1,Oruro,Poopó,Antequera
8495,1,Oruro,Pantaleón Dalence,Huanuni
8495,1,Oruro,Pantaleón Dalence,Machacamarca
8495,1,Oruro,Tomas Barron,Eucaliptus
8495,1,Oruro,Sud Carangas,Andamarca (Santiago de Andamarca)
8495,1,Oruro,Sud Carangas,Belen de Andamarca
8495,1,Oruro,San Pedro de Totora,San Pedro de Totora
8495,1,Oruro,Mejillones,La Rivera
8495,1,Oruro,Nor Carangas,Huayllamarca
8495,1,Potosí,Tomás Frías,Yocalla
8495,1,Potosí,Rafael Bustillo,Uncia
8495,1,Potosí,Rafael Bustillo,Chayanta
8495,1,Potosí,Rafael Bustillo,Llallagua
8495,1,Potosí,Rafael Bustillo,Chuquihuta
8495,1,Potosí,Chayanta,Colquechaca
8495,1,Potosí,Chayanta,Pocoata
8495,1,Potosí,Chayanta,Ocuri
8495,1,Potosí,Charcas,Toro Toro
8495,1,Potosí,Sur Lípez,San Pablo de Lipez
8495,1,Potosí,Sur Lípez,San Antonio de Esmoruco
8495,1,Potosí,Antonio Quijarro,Uyuni
8495,1,Potosí,Daniel Campos,Llica
8496,1,Chuquisaca,Oropeza,Sucre
8496,1,Chuquisaca,Yamparáez,Tarabuco
8496,1,Chuquisaca,Belisario Boeto,Villa Serrano
8496,1,La Paz,Murillo,Achocalla
8496,1,La Paz,Camacho,Mocomoco
8496,1,La Paz,Muñecas,Chuma
8496,1,La Paz,Muñecas,Ayata
8496,1,La Paz,Muñecas,Aucapata
8496,1,La Paz,Larecaja,Sorata
8496,1,La Paz,Larecaja,Tacacoma
8496,1,La Paz,Larecaja,Quiabaya
8496,1,La Paz,Larecaja,Combaya
8496,1,La Paz,Franz Tamayo,Pelechuco
8496,1,La Paz,Loayza,Sapahaqui
8496,1,La Paz,Loayza,Yaco
8496,1,La Paz,Loayza,Cairoma
8496,1,La Paz,Inquisivi,Inquisivi
8496,1,La Paz,Inquisivi,Quime
8496,1,La Paz,Inquisivi,Cajuata
8496,1,La Paz,Inquisivi,Ichoca
8496,1,La Paz,Inquisivi,Villa Libertad Licoma
8496,1,La Paz,Bautista Saavedra,Curva
8496,1,Cochabamba,Campero,Aiquile
8496,1,Cochabamba,Campero,Pasorapa
8496,1,Cochabamba,Campero,Omereque
8496,1,Cochabamba,Ayopaya,Independencia
8496,1,Cochabamba,Esteban Arze,Tarata
8496,1,Cochabamba,Esteban Arze,Anzaldo
8496,1,Cochabamba,Esteban Arze,Arbieto
8496,1,Cochabamba,Esteban Arze,Sacabamba
8496,1,Cochabamba,Arani,Arani
8496,1,Cochabamba,Arani,Vacas
8496,1,Cochabamba,Capinota,Santivañez
8496,1,Cochabamba,Germán Jordán,Toco
8496,1,Cochabamba,Germán Jordán,Tolata
8496,1,Cochabamba,Quillacollo,Quillacollo
8496,1,Cochabamba,Quillacollo,Colcapirhua
8496,1,Cochabamba,Tapacarí,Tapacarí
8496,1,Cochabamba,Carrasco,Pocona
8496,1,Cochabamba,Mizque,Mizque
8496,1,Cochabamba,Mizque,Alalay
8496,1,Cochabamba,Punata,Punata
8496,1,Cochabamba,Punata,San Benito
8496,1,Cochabamba,Punata,Tacachi
8496,1,Cochabamba,Punata,Villa Gualberto Villarroel (Cuchumuela)
8496,1,Potosí,Chayanta,Ravelo
8496,1,Potosí,Charcas,San Pedro de Buena Vista
8496,1,Potosí,Nor Chichas,Vitichi
8496,1,Potosí,Alonso de Ibañez,Villa de Sacaca
8496,1,Potosí,Sur Chichas,Atocha
8496,1,Potosí,José María Linares,Puna
8496,1,Potosí,José María Linares,"Caiza ""D"""
8496,1,Potosí,Antonio Quijarro,Tomave
8496,1,Potosí,Bernardino Bilbao Rioja,Acasio
8496,1,Potosí,Modesto Omiste,Villazón
8496,1,Santa Cruz,Vallegrande,Vallegrande
8496,1,Santa Cruz,Vallegrande,Trigal
8496,1,Santa Cruz,Vallegrande,Moro Moro
8496,1,Santa Cruz,Vallegrande,Postrer Valle
8496,1,Santa Cruz,Vallegrande,Pucara
8496,1,Santa Cruz,Florida,Samaipata
8496,1,Santa Cruz,Florida,Pampa Grande
8496,1,Santa Cruz,Florida,Mairana
8496,1,Santa Cruz,Manuel María Caballero,Saipina
8497,1,Chuquisaca,Yamparáez,Yamparáez
8497,1,Cochabamba,Quillacollo,Colcapirhua
8498,1,La Paz,Omasuyos,
8498,1,La Paz,Omasuyos,Ancoraimes
8498,1,La Paz,Pacajes,
8498,1,La Paz,Pacajes,Coro Coro
8498,1,La Paz,Pacajes,Caquiaviri
8498,1,La Paz,Pacajes,Charaña
8498,1,La Paz,Pacajes,Nazacara de Pacajes
8498,1,La Paz,Camacho,
8498,1,La Paz,Camacho,Puerto Carabuco
8498,1,La Paz,Ingavi,Viacha
8498,1,La Paz,Ingavi,Guaqui
8498,1,La Paz,Ingavi,Taraco
8498,1,La Paz,Inquisivi,Colquiri
8498,1,La Paz,Los Andes,Laja
8498,1,La Paz,Aroma,Sica Sica
8498,1,La Paz,Aroma,Umala
8498,1,La Paz,Aroma,Patacamaya
8498,1,La Paz,Manco Kapac,Copacabana
8498,1,La Paz,Manco Kapac,San Pedro de Tiquina
8498,1,La Paz,Manco Kapac,Tito Yupanqui
8498,1,La Paz,Gualberto Villarroel,San Pedro de Curahuara
8498,1,La Paz,Gualberto Villarroel,Papel Pampa
8498,1,La Paz,Gualberto Villarroel,Chacarilla
8498,1,La Paz,Jose Manuel Pando,Catacora
8498,1,Cochabamba,Arque,Arque
8498,1,Cochabamba,Arque,Tacopaya
8498,1,Cochabamba,Capinota,Sicaya
8498,1,Cochabamba,Bolivar,Bolivar
8498,1,Oruro,Cercado,Soracachi (Paria)
8498,1,Oruro,Abaroa,Quillacas
8498,1,Oruro,Carangas,Corque
8498,1,Oruro,Carangas,Choquecota
8498,1,Oruro,Sajama,Curahuara de Carangas
8498,1,Oruro,Sajama,Turco
8498,1,Oruro,Litoral,Cruz de Machacamarca
8498,1,Oruro,Litoral,Yunguyo de Litoral
8498,1,Oruro,Poopó,Poopó
8498,1,Oruro,Poopó,Antequera
8498,1,Oruro,Pantaleón Dalence,Huanuni
8498,1,Oruro,Ladislao Cabrera,Pampa Aullagas
8498,1,Oruro,Sabaya,Sabaya
8498,1,Oruro,Tomas Barron,Eucaliptus
8498,1,Oruro,Sud Carangas,Andamarca (Santiago de Andamarca)
8498,1,Oruro,Mejillones,La Rivera
8498,1,Oruro,Mejillones,Todos Santos
8498,1,Oruro,Mejillones,Carangas
8498,1,Oruro,Nor Carangas,Huanuni
8498,1,Potosí,Rafael Bustillo,
8498,1,Potosí,Rafael Bustillo,Uncia
8498,1,Potosí,Rafael Bustillo,Chayanta
8498,1,Potosí,Chayanta,Colquechaca
8498,1,Potosí,Chayanta,Pocoata
8498,1,Potosí,Chayanta,Ocuri
8498,1,Potosí,Alonso de Ibañez,Caripuyo
8498,1,Potosí,Nor Lípez,San Pedro de Quemes
8498,1,Potosí,Sur Lípez,San Pablo de Lipez
8498,1,Potosí,Sur Lípez,Mojinete
8498,1,Potosí,Antonio Quijarro,Uyuni
8498,1,Potosí,Antonio Quijarro,Porco
8498,1,Potosí,Daniel Campos,Tahua
8498,1,Potosí,Enrique Baldivieso,San Agustin
8499,1,La Paz,Pacajes,Calacoto
8499,1,La Paz,Aroma,Umala
8499,1,La Paz,Aroma,Calamarca
8499,1,La Paz,Aroma,Patacamaya
8499,1,Oruro,Cercado,Soracachi (Paria)
8499,1,Oruro,Sajama,Curahuara de Carangas
8499,1,Oruro,Poopó,Antequera
8499,1,Potosí,Tomás Frías,Potosí
8500,1,La Paz,Omasuyos,
8500,1,La Paz,Pacajes,Charaña
8500,1,La Paz,Ingavi,Viacha
8500,1,Oruro,Abaroa,Quillacas
8500,1,Oruro,Sajama,Curahuara de Carangas
8500,1,Oruro,Sajama,Turco
8500,1,Oruro,Litoral,Escara
8500,1,Oruro,Litoral,Cruz de Machacamarca
8500,1,Oruro,Litoral,Yunguyo de Litoral
8500,1,Oruro,Litoral,Esmeralda
8500,1,Oruro,Poopó,Poopó
8500,1,Oruro,Pantaleón Dalence,Huanuni
8500,1,Oruro,Ladislao Cabrera,Salinas de Garci Mendoza
8500,1,Oruro,Sabaya,Sabaya
8500,1,Oruro,Saucarí,Toledo
8500,1,Oruro,Sud Carangas,Andamarca (Santiago de Andamarca)
8500,1,Oruro,Sud Carangas,Belen de Andamarca
8500,1,Potosí,Rafael Bustillo,Llallagua
8500,1,Potosí,Alonso de Ibañez,Caripuyo
8501,1,La Paz,,
8501,1,La Paz,Pacajes,Calacoto
8501,1,La Paz,Bautista Saavedra,Charazani
8501,1,La Paz,Gualberto Villarroel,San Pedro de Curahuara
8501,1,Oruro,Cercado,El Choro
8501,1,Potosí,Rafael Bustillo,Llallagua
8502,1,La Paz,Pacajes,Coro Coro
8502,1,Oruro,Litoral,Esmeralda
8502,1,Oruro,Poopó,Antequera
8502,1,Oruro,Sabaya,Sabaya
8502,1,Oruro,Tomas Barron,Eucaliptus
8504,2,Santa Cruz,Sara,Santa Rosa del Sara
8505,2,Chuquisaca,Luis Calvo,Macharetí
8505,2,Tarija,Aniceto Arce,Bermejo
8505,2,Tarija,Gran Chaco,Yacuiba
8505,2,Tarija,Gran Chaco,Villamontes
8505,2,Tarija,Burnet O'connor,Entre Ríos
8505,2,Santa Cruz,Cordillera,Camiri
8505,2,Santa Cruz,Cordillera,Boyuibe
8505,2,Chuquisaca,Luis Calvo,Macharetí
8505,2,Tarija,Aniceto Arce,Bermejo
8505,2,Tarija,Gran Chaco,Yacuiba
8505,2,Tarija,Gran Chaco,Villamontes
8505,2,Tarija,Burnet O'connor,Entre Ríos
8505,2,Santa Cruz,Cordillera,Camiri
8505,2,Santa Cruz,Cordillera,Boyuibe
8506,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8507,2,Santa Cruz,Chiquitos,Roboré
8508,2,Santa Cruz,Germán Busch,Puerto Quijarro
8509,2,Santa Cruz,Germán Busch,Puerto Suárez
8510,2,Santa Cruz,Sara,Portachuelo
8511,2,Santa Cruz,Obispo Santistevan,Montero
8512,2,Santa Cruz,Obispo Santistevan,Mineros
8513,2,Santa Cruz,Andrés Ibáñez,La Guardia
8514,2,Santa Cruz,Andrés Ibáñez,Cotoca
8515,2,Santa Cruz,Cordillera,Camiri
8516,2,Santa Cruz,Ichilo,Buena Vista
8517,2,Santa Cruz,Andrés Ibáñez,Porongo
8518,2,Potosí,Rafael Bustillo,Uncia
8519,2,Potosí,Tomás Frías,Potosí
8520,2,Cochabamba,Arani,Arani
8521,2,Cochabamba,Ayopaya,Independencia
8522,2,Cochabamba,Cercado,Cochabamba
8523,2,Cochabamba,Quillacollo,Vinto
8524,2,Cochabamba,Tapacarí,Tapacarí
8525,2,Cochabamba,Capinota,Santivañez
8526,2,Cochabamba,Carrasco,Pojo
8527,2,La Paz,Sud Yungas,Yanacachi
8528,2,La Paz,Ingavi,Tiahuanacu
8530,2,La Paz,Los Andes,Puerto Perez
8533,2,La Paz,Murillo,Palca
8534,2,La Paz,Murillo,Mecapaca
8535,1,La Paz,Murillo,La Paz
8536,2,La Paz,Loayza,Luribay
8537,2,La Paz,Murillo,Palca
8538,2,La Paz,Los Andes,Laja
8539,2,La Paz,Murillo,La Paz
8540,2,La Paz,Murillo,El Alto
8541,2,La Paz,Aroma,Calamarca
8542,2,La Paz,Los Andes,Batallas
8543,2,La Paz,Murillo,Achocalla
8544,2,Pando,Manuripi,Puerto Rico
8545,2,Pando,Manuripi,Puerto Rico
8546,2,Santa Cruz,Guarayos,El Puente
8547,2,Cochabamba,Cercado,Cochabamba
8547,2,Cochabamba,Quillacollo,Vinto
8547,2,Cochabamba,Chapare,Sacaba
8547,2,Cochabamba,Punata,Punata
8547,2,Tarija,Cercado,Tarija
8547,2,Cochabamba,Cercado,Cochabamba
8547,2,Cochabamba,Quillacollo,Vinto
8547,2,Cochabamba,Chapare,Sacaba
8547,2,Cochabamba,Punata,Punata
8547,2,Tarija,Cercado,Tarija
8549,2,La Paz,Murillo,El Alto
8550,2,Potosí,Sur Chichas,Atocha
8551,2,Santa Cruz,Andrés Ibáñez,El Torno
8552,2,Potosí,Sur Chichas,Tupiza
8553,2,Potosí,Rafael Bustillo,Uncia
8554,2,Potosí,Rafael Bustillo,Chayanta
8555,2,Potosí,Nor Lípez,"Colcha ""K"""
8556,2,Potosí,Nor Lípez,"Colcha ""K"""
8557,2,Potosí,Nor Lípez,"Colcha ""K"""
8557,2,Potosí,Nor Lípez,San Pedro de Quemes
8557,2,Potosí,Enrique Baldivieso,San Agustin
8557,2,Potosí,Nor Lípez,"Colcha ""K"""
8557,2,Potosí,Nor Lípez,San Pedro de Quemes
8557,2,Potosí,Enrique Baldivieso,San Agustin
8557,2,Potosí,Nor Lípez,"Colcha ""K"""
8557,2,Potosí,Nor Lípez,San Pedro de Quemes
8557,2,Potosí,Enrique Baldivieso,San Agustin
8557,2,Potosí,Nor Lípez,"Colcha ""K"""
8557,2,Potosí,Nor Lípez,San Pedro de Quemes
8557,2,Potosí,Enrique Baldivieso,San Agustin
8558,2,Potosí,Nor Lípez,"Colcha ""K"""
8559,2,Potosí,Nor Lípez,"Colcha ""K"""
8560,2,Potosí,Nor Chichas,Vitichi
8561,2,Potosí,Nor Chichas,Cotagaita
8562,2,Potosí,Nor Chichas,Cotagaita
8563,2,Potosí,Nor Chichas,Cotagaita
8564,2,Potosí,Nor Chichas,Cotagaita
8565,2,Potosí,Modesto Omiste,Villazón
8566,2,Potosí,Modesto Omiste,Villazón
8567,2,Potosí,José María Linares,Puna
8568,2,Potosí,José María Linares,Puna
8569,2,Potosí,José María Linares,Puna
8570,2,Potosí,José María Linares,Puna
8571,2,Potosí,José María Linares,"Caiza ""D"""
8572,2,Potosí,José María Linares,Puna
8573,2,Potosí,José María Linares,Puna
8574,2,Potosí,José María Linares,Puna
8575,2,Potosí,José María Linares,Puna
8576,2,Potosí,Bernardino Bilbao Rioja,Arampampa
8577,2,Potosí,Bernardino Bilbao Rioja,Arampampa
8578,2,Potosí,Bernardino Bilbao Rioja,Arampampa
8579,2,Potosí,Bernardino Bilbao Rioja,Acasio
8580,2,Potosí,Cornelio Saavedra,Tacobamba
8581,2,Potosí,Cornelio Saavedra,Betanzos
8582,2,Potosí,Cornelio Saavedra,Betanzos
8583,2,Potosí,Chayanta,Ravelo
8584,2,Potosí,Chayanta,Ravelo
8585,2,Potosí,Chayanta,Ocuri
8586,2,Potosí,Chayanta,Ravelo
8587,2,Potosí,Chayanta,Colquechaca
8588,2,Potosí,Chayanta,Ocuri
8589,2,Potosí,Chayanta,Ravelo
8590,2,Potosí,Chayanta,Ravelo
8592,2,Potosí,Charcas,Toro Toro
8595,2,Santa Cruz,Andrés Ibáñez,El Torno
8596,2,Potosí,Charcas,San Pedro de Buena Vista
8597,2,Potosí,Charcas,San Pedro de Buena Vista
8598,2,Potosí,Antonio Quijarro,Tomave
8599,2,Potosí,Antonio Quijarro,Tomave
8600,2,Potosí,Antonio Quijarro,Porco
8601,2,Potosí,Antonio Quijarro,Tomave
8602,2,Oruro,Saucarí,Toledo
8603,2,Oruro,Poopó,Pazña
8605,2,Oruro,Poopó,Antequera
8606,1,Cochabamba,Cercado,Cochabamba
8606,1,Cochabamba,Tapacarí,Tapacarí
8606,1,Oruro,Cercado,Caracollo
8607,2,Oruro,Pantaleón Dalence,Huanuni
8608,1,Cochabamba,Carrasco,Pojo
8608,1,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8608,1,Santa Cruz,Manuel María Caballero,Comarapa
8609,2,Oruro,Abaroa,Challapata
8610,2,Potosí,Nor Lípez,"Colcha ""K"""
8610,2,Potosí,Antonio Quijarro,Uyuni
8610,2,Potosí,Nor Lípez,"Colcha ""K"""
8610,2,Potosí,Antonio Quijarro,Uyuni
8611,2,Oruro,Abaroa,Challapata
8612,2,Oruro,Abaroa,Challapata
8613,2,Oruro,Abaroa,Challapata
8614,2,Oruro,Cercado,Oruro
8615,2,Oruro,Cercado,Oruro
8616,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8617,2,Oruro,Cercado,Oruro
8618,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8619,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8620,2,Tarija,Méndez,Villa San Lorenzo
8621,2,Tarija,Gran Chaco,Villamontes
8622,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8623,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8624,2,Tarija,Gran Chaco,Caraparí
8625,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8626,2,Tarija,Cercado,Tarija
8627,2,Tarija,Burnet O'connor,Entre Ríos
8628,2,Tarija,Burnet O'connor,Entre Ríos
8629,2,Tarija,Burnet O'connor,Entre Ríos
8630,2,La Paz,Larecaja,Guanay
8630,2,La Paz,Larecaja,Guanay
8630,2,La Paz,Larecaja,Guanay
8631,2,Tarija,Aviles,Yunchará
8632,2,Tarija,Aniceto Arce,Padcaya
8633,2,Potosí,Nor Chichas,Cotagaita
8633,2,Potosí,Nor Chichas,Cotagaita
8635,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8648,2,Potosí,Sur Chichas,Tupiza
8648,2,Potosí,Sur Chichas,Tupiza
8662,2,La Paz,Murillo,La Paz
8666,1,Oruro,Cercado,Caracollo
8666,1,Oruro,Cercado,El Choro
8666,1,Oruro,Cercado,Soracachi (Paria)
8667,2,La Paz,Larecaja,Mapiri
8667,2,La Paz,Larecaja,Mapiri
8667,2,La Paz,Larecaja,Mapiri
8668,1,La Paz,Los Andes,Laja
8677,2,La Paz,Sud Yungas,Chulumani
8677,2,La Paz,Sud Yungas,Irupana
8677,2,La Paz,Sud Yungas,Yanacachi
8677,2,La Paz,Nor Yungas,Coroico
8677,2,La Paz,Nor Yungas,Coripata
8798,1,Cochabamba,Ayopaya,Morochata
8799,1,Cochabamba,Quillacollo,Tiquipaya
8800,1,Cochabamba,Ayopaya,Morochata
8801,1,Cochabamba,Ayopaya,Morochata
8803,1,Cochabamba,Quillacollo,Tiquipaya
8806,2,Chuquisaca,,
8806,2,La Paz,,
8806,2,Cochabamba,Cercado,
8806,2,Oruro,,
8806,2,Potosí,,
8806,2,Tarija,,
8806,2,Santa Cruz,,
8806,2,Beni,,
8806,2,Pando,,
8806,2,Chuquisaca,,
8806,2,La Paz,,
8806,2,Cochabamba,Cercado,
8806,2,Oruro,,
8806,2,Potosí,,
8806,2,Tarija,,
8806,2,Santa Cruz,,
8806,2,Beni,,
8806,2,Pando,,
8808,2,La Paz,Larecaja,Teoponte
8808,2,La Paz,Nor Yungas,Coroico
8808,2,La Paz,Nor Yungas,Coripata
8808,2,Cochabamba,Chapare,Villa Tunari
8808,2,Cochabamba,Carrasco,Entre Ríos
8808,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8808,2,Santa Cruz,Andrés Ibáñez,Cotoca
8808,2,Santa Cruz,Andrés Ibáñez,La Guardia
8808,2,Santa Cruz,Velasco,San Miguel de Velasco
8808,2,Santa Cruz,Obispo Santistevan,Montero
8808,2,Santa Cruz,Obispo Santistevan,Gral. Saavedra
8808,2,Santa Cruz,Ñuflo de Chavez,Concepcion
8808,2,Santa Cruz,Ñuflo de Chavez,San Javier
8808,2,Santa Cruz,Germán Busch,Puerto Suárez
8808,2,Santa Cruz,Guarayos,El Puente
8808,2,Beni,Marbán,San Andrés
8808,2,La Paz,Larecaja,Teoponte
8808,2,La Paz,Nor Yungas,Coroico
8808,2,La Paz,Nor Yungas,Coripata
8808,2,Cochabamba,Chapare,Villa Tunari
8808,2,Cochabamba,Carrasco,Entre Ríos
8808,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8808,2,Santa Cruz,Andrés Ibáñez,Cotoca
8808,2,Santa Cruz,Andrés Ibáñez,La Guardia
8808,2,Santa Cruz,Velasco,San Miguel de Velasco
8808,2,Santa Cruz,Obispo Santistevan,Montero
8808,2,Santa Cruz,Obispo Santistevan,Gral. Saavedra
8808,2,Santa Cruz,Ñuflo de Chavez,Concepcion
8808,2,Santa Cruz,Ñuflo de Chavez,San Javier
8808,2,Santa Cruz,Germán Busch,Puerto Suárez
8808,2,Santa Cruz,Guarayos,El Puente
8808,2,Beni,Marbán,San Andrés
8810,2,Tarija,Aniceto Arce,Padcaya
8811,2,Tarija,Aniceto Arce,Bermejo
8813,2,Tarija,Aniceto Arce,Bermejo
8815,2,Tarija,Aniceto Arce,Padcaya
8816,2,Cochabamba,Tiraque,Tiraque
8817,2,Cochabamba,Tiraque,Tiraque
8818,2,Cochabamba,Tiraque,Tiraque
8819,2,Cochabamba,Tapacarí,Tapacarí
8820,2,Cochabamba,Tapacarí,Tapacarí
8823,2,Cochabamba,Punata,Punata
8824,2,La Paz,Los Andes,
8825,2,Cochabamba,Chapare,Villa Tunari
8826,2,Cochabamba,Chapare,Sacaba
8829,2,La Paz,Omasuyos,Achacachi
8833,2,Cochabamba,Chapare,Sacaba
8835,2,Cochabamba,Chapare,Sacaba
8851,2,La Paz,Murillo,La Paz
8853,2,La Paz,Aroma,Calamarca
8854,2,Cochabamba,Carrasco,Pojo
8855,2,Cochabamba,Carrasco,Totora
8856,2,Cochabamba,Ayopaya,Morochata
8857,2,Cochabamba,Ayopaya,Morochata
8858,2,Cochabamba,Ayopaya,Morochata
8859,2,Cochabamba,Ayopaya,Morochata
8860,2,Cochabamba,Ayopaya,Independencia
8861,2,Cochabamba,Ayopaya,Independencia
8862,2,La Paz,Murillo,La Paz
8863,2,Cochabamba,Arani,Arani
8864,2,Cochabamba,Arani,Arani
8865,2,Pando,Manuripi,
8866,2,Pando,Madre de Dios,El Sena
8867,2,Pando,Madre de Dios,Puerto Gonzalo Moreno
8868,2,Chuquisaca,Zudañez,Presto
8869,1,Santa Cruz,Obispo Santistevan,Fernandez Alonso
8869,1,Beni,Moxos,San Ignacio
8870,2,La Paz,Sud Yungas,Palos Blancos
8871,2,La Paz,Sud Yungas,Palos Blancos
8872,2,La Paz,Murillo,La Paz
8873,2,La Paz,Caranavi,Caranavi
8874,2,La Paz,Caranavi,Caranavi
8875,2,Cochabamba,Carrasco,Pocona
8876,2,Cochabamba,Carrasco,Pojo
8877,2,Cochabamba,Chapare,Sacaba
8891,2,Cochabamba,Chapare,Sacaba
8892,2,Cochabamba,Ayopaya,Morochata
8895,2,Cochabamba,Ayopaya,Morochata
8896,2,Cochabamba,Ayopaya,Morochata
8897,2,Cochabamba,Ayopaya,Independencia
8899,2,Santa Cruz,Obispo Santistevan,Montero
8900,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8901,2,Santa Cruz,Ichilo,Yapacaní
8903,2,Santa Cruz,Ichilo,Yapacaní
8906,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8908,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8910,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8913,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8916,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
8918,2,Santa Cruz,Ichilo,Yapacaní
8919,2,Oruro,Cercado,Caracollo
8921,2,Oruro,Cercado,Caracollo
8922,2,La Paz,Ingavi,Viacha
8924,2,La Paz,Murillo,La Paz
8927,2,La Paz,Murillo,La Paz
8930,1,Cochabamba,Mizque,Alalay
8931,1,Cochabamba,Esteban Arze,Anzaldo
8932,1,Cochabamba,Esteban Arze,Arbieto
8933,1,Cochabamba,Bolivar,Bolivar
8936,2,La Paz,Murillo,La Paz
8937,2,La Paz,Murillo,La Paz
8940,1,Cochabamba,Arani,Arani
8942,2,La Paz,Murillo,La Paz
8943,1,Cochabamba,Arque,Arque
8944,1,Cochabamba,Capinota,Capinota
8945,2,La Paz,Murillo,La Paz
8946,1,Cochabamba,Carrasco,Chimore
8947,1,Cochabamba,Ayopaya,
8950,2,La Paz,Murillo,La Paz
8951,1,Chuquisaca,,
8951,1,La Paz,,
8951,1,Cochabamba,,
8951,1,Oruro,,
8951,1,Potosí,,
8951,1,Tarija,,
8951,1,Santa Cruz,,
8951,1,Beni,,
8951,1,Pando,,
8951,1,Chuquisaca,,
8951,1,La Paz,,
8951,1,Cochabamba,,
8951,1,Oruro,,
8951,1,Potosí,,
8951,1,Tarija,,
8951,1,Santa Cruz,,
8951,1,Beni,,
8951,1,Pando,,
8951,1,Chuquisaca,,
8951,1,La Paz,,
8951,1,Cochabamba,,
8951,1,Oruro,,
8951,1,Potosí,,
8951,1,Tarija,,
8951,1,Santa Cruz,,
8951,1,Beni,,
8951,1,Pando,,
