proyecto_codigo,proyecto_tipo,departamento,provincia,municipio
15509,1,Oruro,Saucarí,Toledo
15509,1,Oruro,Tomas Barron,Eucaliptus
15509,1,Oruro,Sud Carangas,Andamarca (Santiago de Andamarca)
15509,1,Oruro,Sud Carangas,Belen de Andamarca
15509,1,Oruro,San Pedro de Totora,San Pedro de Totora
15509,1,Oruro,Sebastián Pagador,Santiago de Huari
15509,1,Oruro,Mejillones,La Rivera
15509,1,Oruro,Mejillones,Todos Santos
15509,1,Oruro,Mejillones,Carangas
15509,1,Oruro,Nor Carangas,Huayllamarca
15509,1,Potosí,Tomás Frías,Tinguipaya
15509,1,Potosí,Tomás Frías,Yocalla
15509,1,Potosí,Tomás Frías,Urmiri
15509,1,Potosí,Rafael Bustillo,Uncia
15509,1,Potosí,Rafael Bustillo,Chayanta
15509,1,Potosí,Rafael Bustillo,Llallagua
15509,1,Potosí,Cornelio Saavedra,Chaqui
15509,1,Potosí,Chayanta,Colquechaca
15509,1,Potosí,Chayanta,Pocoata
15509,1,Potosí,Alonso de Ibañez,Caripuyo
15509,1,Potosí,Sur Chichas,Atocha
15509,1,Potosí,Nor Lípez,"Colcha ""K"""
15509,1,Potosí,Nor Lípez,San Pedro de Quemes
15509,1,Potosí,Sur Lípez,San Pablo de Lipez
15509,1,Potosí,Sur Lípez,Mojinete
15509,1,Potosí,Sur Lípez,San Antonio de Esmoruco
15509,1,Potosí,José María Linares,Puna
15509,1,Potosí,José María Linares,"Caiza ""D"""
15509,1,Potosí,Antonio Quijarro,Uyuni
15509,1,Potosí,Antonio Quijarro,Tomave
15509,1,Potosí,Antonio Quijarro,Porco
15509,1,Potosí,Daniel Campos,Llica
15509,1,Potosí,Daniel Campos,Tahua
15509,1,Potosí,Enrique Baldivieso,San Agustin
15510,1,La Paz,Muñecas,Ayata
15510,1,La Paz,Muñecas,Aucapata
15510,1,La Paz,Larecaja,Sorata
15510,1,La Paz,Larecaja,Tacacoma
15510,1,La Paz,Loayza,Cairoma
15510,1,La Paz,Caranavi,Alto Beni
15510,1,Cochabamba,Ayopaya,Cocapata
15511,1,Beni,Vaca Diéz,Riberalta
15511,1,Pando,Nicolas Suarez,Cobija
15511,1,Pando,Nicolas Suarez,Porvenir
15511,1,Pando,Nicolas Suarez,Bolpebra
15511,1,Pando,Nicolas Suarez,Bella Flor
15511,1,Pando,Manuripi,Puerto Rico
15511,1,Pando,Manuripi,San Pedro
15511,1,Pando,Manuripi,Filadelfia
15511,1,Pando,Madre de Dios,Puerto Gonzalo Moreno
15511,1,Pando,Madre de Dios,San Lorenzo
15511,1,Pando,Madre de Dios,El Sena
15511,1,Pando,Abuna,Santa Rosa
15511,1,Pando,Abuna,Ingavi
15511,1,Pando,Federico Roman,Nueva Esperanza
15511,1,Pando,Federico Roman,Villa Nueva (Loma Alta)
15511,1,Pando,Federico Roman,Santos Mercado
15512,1,Chuquisaca,Tomina,El Villar
15512,1,Chuquisaca,Hernando Siles,Monteagudo
15512,1,Chuquisaca,Hernando Siles,Huacareta
15512,1,Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa)
15512,1,Chuquisaca,Luis Calvo,Huacaya
15512,1,Chuquisaca,Luis Calvo,Macharetí
15512,1,Tarija,Gran Chaco,Yacuiba
15512,1,Tarija,Gran Chaco,Caraparí
15512,1,Tarija,Gran Chaco,Villamontes
15512,1,Santa Cruz,Cordillera,Lagunillas
15512,1,Santa Cruz,Cordillera,Charagua
15512,1,Santa Cruz,Cordillera,Cabezas
15512,1,Santa Cruz,Cordillera,Cuevo
15512,1,Santa Cruz,Cordillera,Gutiérrez
15512,1,Santa Cruz,Cordillera,Camiri
15512,1,Santa Cruz,Cordillera,Boyuibe
15513,1,Chuquisaca,Oropeza,Yotala
15513,1,Chuquisaca,Oropeza,Poroma
15513,1,Chuquisaca,Azurduy,Azurduy
15513,1,Chuquisaca,Azurduy,Tarvita
15513,1,Chuquisaca,Zudañez,Zudañez
15513,1,Chuquisaca,Zudañez,Presto
15513,1,Chuquisaca,Zudañez,Mojocoya
15513,1,Chuquisaca,Zudañez,Icla
15513,1,Chuquisaca,Tomina,Padilla
15513,1,Chuquisaca,Tomina,Tomina
15513,1,Chuquisaca,Tomina,Sopachuy
15513,1,Chuquisaca,Tomina,Villa Alcala
15513,1,Chuquisaca,Yamparáez,Tarabuco
15513,1,Chuquisaca,Yamparáez,Yamparáez
15513,1,Chuquisaca,Nor Cinti,Villa Charcas
15513,1,Chuquisaca,Belisario Boeto,Villa Serrano
15513,1,Chuquisaca,Sud Cinti,Villa Abecia
15513,1,La Paz,Camacho,Mocomoco
15513,1,La Paz,Muñecas,Chuma
15513,1,La Paz,Larecaja,Quiabaya
15513,1,Cochabamba,Campero,Aiquile
15513,1,Cochabamba,Campero,Pasorapa
15513,1,Cochabamba,Campero,Omereque
15513,1,Cochabamba,Ayopaya,Independencia
15513,1,Cochabamba,Ayopaya,Morochata
15513,1,Cochabamba,Esteban Arze,Tarata
15513,1,Cochabamba,Esteban Arze,Anzaldo
15513,1,Cochabamba,Esteban Arze,Arbieto
15513,1,Cochabamba,Esteban Arze,Sacabamba
15513,1,Cochabamba,Arani,Arani
15513,1,Cochabamba,Arani,Vacas
15513,1,Cochabamba,Capinota,Capinota
15513,1,Cochabamba,Capinota,Santivañez
15513,1,Cochabamba,Capinota,Sicaya
15513,1,Cochabamba,Germán Jordán,Cliza
15513,1,Cochabamba,Germán Jordán,Toco
15513,1,Cochabamba,Germán Jordán,Tolata
15513,1,Cochabamba,Quillacollo,Quillacollo
15513,1,Cochabamba,Quillacollo,Sipe Sipe
15513,1,Cochabamba,Quillacollo,Tiquipaya
15513,1,Cochabamba,Quillacollo,Vinto
15513,1,Cochabamba,Quillacollo,Colcapirhua
15513,1,Cochabamba,Chapare,Sacaba
15513,1,Cochabamba,Chapare,Colomi
15513,1,Cochabamba,Carrasco,Totora
15513,1,Cochabamba,Carrasco,Pojo
15513,1,Cochabamba,Carrasco,Pocona
15513,1,Cochabamba,Mizque,Mizque
15513,1,Cochabamba,Mizque,Vila Vila
15513,1,Cochabamba,Mizque,Alalay
15513,1,Cochabamba,Punata,Punata
15513,1,Cochabamba,Punata,Villa Rivero
15513,1,Cochabamba,Punata,San Benito
15513,1,Cochabamba,Punata,Tacachi
15513,1,Cochabamba,Punata,Villa Gualberto Villarroel (Cuchumuela)
15513,1,Cochabamba,Tiraque,Tiraque
15513,1,Potosí,Rafael Bustillo,Chuquihuta
15513,1,Potosí,Cornelio Saavedra,Betanzos
15513,1,Potosí,Cornelio Saavedra,Tacobamba
15513,1,Potosí,Chayanta,Ravelo
15513,1,Potosí,Chayanta,Ocuri
15513,1,Potosí,Charcas,San Pedro de Buena Vista
15513,1,Potosí,Charcas,Toro Toro
15513,1,Potosí,Alonso de Ibañez,Villa de Sacaca
15513,1,Potosí,José María Linares,Ckochas
15513,1,Potosí,Bernardino Bilbao Rioja,Arampampa
15513,1,Potosí,Bernardino Bilbao Rioja,Acasio
15513,1,Tarija,Burnet O'connor,Entre Ríos
15513,1,Santa Cruz,Vallegrande,Vallegrande
15513,1,Santa Cruz,Manuel María Caballero,Comarapa
15513,1,Santa Cruz,Manuel María Caballero,Saipina
15514,1,Cochabamba,Chapare,Villa Tunari
15514,1,Cochabamba,Carrasco,Chimore
15514,1,Cochabamba,Carrasco,Puerto Villarroel
15514,1,Cochabamba,Carrasco,Entre Ríos
15514,1,Cochabamba,Tiraque,Shinahota
15514,1,Santa Cruz,Andrés Ibáñez,Cotoca
15514,1,Santa Cruz,Andrés Ibáñez,Porongo
15514,1,Santa Cruz,Andrés Ibáñez,La Guardia
15514,1,Santa Cruz,Andrés Ibáñez,El Torno
15514,1,Santa Cruz,Warnes,Warnes
15514,1,Santa Cruz,Warnes,Okinawa Uno
15514,1,Santa Cruz,Velasco,San Ignacio de Velasco
15514,1,Santa Cruz,Velasco,San Miguel de Velasco
15514,1,Santa Cruz,Velasco,San Rafael
15514,1,Santa Cruz,Ichilo,Buena Vista
15514,1,Santa Cruz,Ichilo,San Carlos
15514,1,Santa Cruz,Ichilo,Yapacaní
15514,1,Santa Cruz,Ichilo,San Juan de Yapacaní
15514,1,Santa Cruz,Chiquitos,San José de Chiquitos
15514,1,Santa Cruz,Chiquitos,Pailón
15514,1,Santa Cruz,Chiquitos,Roboré
15514,1,Santa Cruz,Sara,Portachuelo
15514,1,Santa Cruz,Sara,Santa Rosa del Sara
15514,1,Santa Cruz,Sara,Colpa Belgica
15514,1,Santa Cruz,Obispo Santistevan,Montero
15514,1,Santa Cruz,Obispo Santistevan,Gral. Saavedra
15514,1,Santa Cruz,Obispo Santistevan,Mineros
15514,1,Santa Cruz,Obispo Santistevan,Fernandez Alonso
15514,1,Santa Cruz,Obispo Santistevan,San Pedro
15514,1,Santa Cruz,Ñuflo de Chavez,Concepcion
15514,1,Santa Cruz,Ñuflo de Chavez,San Javier
15514,1,Santa Cruz,Ñuflo de Chavez,San Ramón
15514,1,Santa Cruz,Ñuflo de Chavez,San Julián
15514,1,Santa Cruz,Ñuflo de Chavez,San Antonio de Lomerio
15514,1,Santa Cruz,Ñuflo de Chavez,Cuatro Cañadas
15514,1,Santa Cruz,Angel Sandoval,San Matias
15514,1,Santa Cruz,Germán Busch,Puerto Suárez
15514,1,Santa Cruz,Germán Busch,Puerto Quijarro
15514,1,Santa Cruz,Germán Busch,Carmen Rivero Torrez
15514,1,Santa Cruz,Guarayos,Ascensión de Guarayos
15514,1,Santa Cruz,Guarayos,Urubicha
15514,1,Santa Cruz,Guarayos,El Puente
15514,1,Beni,Vaca Diéz,Guayaramerín
15514,1,Beni,Yacuma,Santa Ana de Yacuma
15514,1,Beni,Yacuma,Exaltacion
15514,1,Beni,Moxos,San Ignacio
15514,1,Beni,Marbán,Loreto
15514,1,Beni,Marbán,San Andrés
15514,1,Beni,Mamoré,San Joaquin
15514,1,Beni,Mamoré,San Ramon
15514,1,Beni,Mamoré,Puerto Siles
15514,1,Beni,Itenez,Magdalena
15515,1,La Paz,Murillo,Palca
15515,1,La Paz,Murillo,Mecapaca
15515,1,La Paz,Murillo,Achocalla
15515,1,La Paz,Omasuyos,Achacachi
15515,1,La Paz,Omasuyos,Ancoraimes
15515,1,La Paz,Omasuyos,Chua Cocani
15515,1,La Paz,Omasuyos,Huarina
15515,1,La Paz,Omasuyos,Santiago de Huata
15515,1,La Paz,Omasuyos,Huatajata
15515,1,La Paz,Pacajes,Coro Coro
15515,1,La Paz,Pacajes,Caquiaviri
15515,1,La Paz,Pacajes,Calacoto
15515,1,La Paz,Pacajes,Comanche
15515,1,La Paz,Pacajes,Charaña
15515,1,La Paz,Pacajes,Waldo Ballivian
15515,1,La Paz,Pacajes,Nazacara de Pacajes
15515,1,La Paz,Pacajes,Callapa
15515,1,La Paz,Camacho,Puerto Acosta
15515,1,La Paz,Camacho,Puerto Carabuco
15515,1,La Paz,Camacho,Humanata
15515,1,La Paz,Camacho,Escoma
15515,1,La Paz,Larecaja,Combaya
15515,1,La Paz,Ingavi,Viacha
15515,1,La Paz,Ingavi,Guaqui
15515,1,La Paz,Ingavi,Tiahuanacu
15515,1,La Paz,Ingavi,Desaguadero
15515,1,La Paz,Ingavi,San Andrés de Machaca
15515,1,La Paz,Ingavi,Jesus de Machaca
15515,1,La Paz,Ingavi,Taraco
15515,1,La Paz,Loayza,Luribay
15515,1,La Paz,Loayza,Sapahaqui
15515,1,La Paz,Loayza,Yaco
15515,1,La Paz,Loayza,Malla
15515,1,La Paz,Inquisivi,Colquiri
15515,1,La Paz,Inquisivi,Ichoca
15515,1,La Paz,Los Andes,Pucarani
15515,1,La Paz,Los Andes,Laja
15515,1,La Paz,Los Andes,Batallas
15515,1,La Paz,Los Andes,Puerto Perez
15515,1,La Paz,Aroma,Sica Sica
15515,1,La Paz,Aroma,Umala
15515,1,La Paz,Aroma,Ayo Ayo
15515,1,La Paz,Aroma,Calamarca
15515,1,La Paz,Aroma,Patacamaya
15515,1,La Paz,Aroma,Colquencha
15515,1,La Paz,Aroma,Collana
15515,1,La Paz,Manco Kapac,Copacabana
15515,1,La Paz,Manco Kapac,San Pedro de Tiquina
15515,1,La Paz,Manco Kapac,Tito Yupanqui
15515,1,La Paz,Gualberto Villarroel,San Pedro de Curahuara
15515,1,La Paz,Gualberto Villarroel,Papel Pampa
15515,1,La Paz,Gualberto Villarroel,Chacarilla
15515,1,La Paz,Jose Manuel Pando,Santiago de Machaca
15515,1,La Paz,Jose Manuel Pando,Catacora
15515,1,Cochabamba,Arque,Arque
15515,1,Cochabamba,Arque,Tacopaya
15515,1,Cochabamba,Tapacarí,Tapacarí
15515,1,Cochabamba,Bolivar,Bolivar
15515,1,Oruro,Cercado,Caracollo
15515,1,Oruro,Cercado,El Choro
15515,1,Oruro,Cercado,Soracachi (Paria)
15515,1,Oruro,Abaroa,Challapata
15515,1,Oruro,Abaroa,Quillacas
15515,1,Oruro,Carangas,Corque
15515,1,Oruro,Carangas,Choquecota
15515,1,Oruro,Sajama,Curahuara de Carangas
15515,1,Oruro,Sajama,Turco
15515,1,Oruro,Litoral,Huachacalla
15515,1,Oruro,Litoral,Escara
15515,1,Oruro,Litoral,Cruz de Machacamarca
15515,1,Oruro,Litoral,Yunguyo de Litoral
15515,1,Oruro,Litoral,Esmeralda
15515,1,Oruro,Poopó,Poopó
15515,1,Oruro,Poopó,Pazña
15515,1,Oruro,Poopó,Antequera
15515,1,Oruro,Pantaleón Dalence,Huanuni
15515,1,Oruro,Pantaleón Dalence,Machacamarca
15515,1,Oruro,Ladislao Cabrera,Salinas de Garci Mendoza
15515,1,Oruro,Ladislao Cabrera,Pampa Aullagas
15515,1,Oruro,Sabaya,Sabaya
15515,1,Oruro,Sabaya,Coipasa
15515,1,Oruro,Sabaya,Chipaya
15515,1,Oruro,Saucarí,Toledo
15515,1,Oruro,Tomas Barron,Eucaliptus
15515,1,Oruro,Sud Carangas,Andamarca (Santiago de Andamarca)
15515,1,Oruro,Sud Carangas,Belen de Andamarca
15515,1,Oruro,San Pedro de Totora,San Pedro de Totora
15515,1,Oruro,Sebastián Pagador,Santiago de Huari
15515,1,Oruro,Mejillones,La Rivera
15515,1,Oruro,Mejillones,Todos Santos
15515,1,Oruro,Mejillones,Carangas
15515,1,Oruro,Nor Carangas,Huayllamarca
15515,1,Potosí,Tomás Frías,Tinguipaya
15515,1,Potosí,Tomás Frías,Yocalla
15515,1,Potosí,Tomás Frías,Urmiri
15515,1,Potosí,Rafael Bustillo,Uncia
15515,1,Potosí,Rafael Bustillo,Chayanta
15515,1,Potosí,Rafael Bustillo,Llallagua
15515,1,Potosí,Cornelio Saavedra,Chaqui
15515,1,Potosí,Chayanta,Colquechaca
15515,1,Potosí,Chayanta,Pocoata
15515,1,Potosí,Alonso de Ibañez,Caripuyo
15515,1,Potosí,Sur Chichas,Atocha
15515,1,Potosí,Nor Lípez,"Colcha ""K"""
15515,1,Potosí,Nor Lípez,San Pedro de Quemes
15515,1,Potosí,Sur Lípez,San Pablo de Lipez
15515,1,Potosí,Sur Lípez,Mojinete
15515,1,Potosí,Sur Lípez,San Antonio de Esmoruco
15515,1,Potosí,José María Linares,Puna
15515,1,Potosí,José María Linares,"Caiza ""D"""
15515,1,Potosí,Antonio Quijarro,Uyuni
15515,1,Potosí,Antonio Quijarro,Tomave
15515,1,Potosí,Antonio Quijarro,Porco
15515,1,Potosí,Daniel Campos,Llica
15515,1,Potosí,Daniel Campos,Tahua
15515,1,Potosí,Enrique Baldivieso,San Agustin
15516,2,Tarija,Cercado,Tarija
15518,1,Santa Cruz,Chiquitos,San José de Chiquitos
15518,1,Santa Cruz,Chiquitos,Pailón
15518,1,Santa Cruz,Cordillera,Charagua
15518,1,Santa Cruz,Chiquitos,San José de Chiquitos
15518,1,Santa Cruz,Chiquitos,Pailón
15518,1,Santa Cruz,Cordillera,Charagua
15519,1,Santa Cruz,Warnes,Warnes
15519,1,Santa Cruz,Warnes,Warnes
15523,1,Cochabamba,Quillacollo,Quillacollo
15526,2,Potosí,Sur Chichas,Tupiza
15526,2,Potosí,Nor Lípez,"Colcha ""K"""
15526,2,Potosí,Nor Lípez,San Pedro de Quemes
15526,2,Potosí,Sur Lípez,San Pablo de Lipez
15526,2,Potosí,Antonio Quijarro,Uyuni
15526,2,Potosí,Antonio Quijarro,Tomave
15526,2,Potosí,Daniel Campos,Tahua
15526,2,Potosí,Modesto Omiste,Villazón
15527,1,Cochabamba,Quillacollo,Quillacollo
15527,1,Cochabamba,Quillacollo,Quillacollo
15528,1,Oruro,Cercado,Soracachi (Paria)
15528,1,Oruro,Cercado,Soracachi (Paria)
15529,1,La Paz,Franz Tamayo,Pelechuco
15530,2,La Paz,Murillo,La Paz
15533,1,Cochabamba,Chapare,Sacaba
15533,1,Cochabamba,Chapare,Sacaba
15534,1,Santa Cruz,Manuel María Caballero,Comarapa
15535,1,Chuquisaca,,
15535,1,La Paz,,
15535,1,Cochabamba,,
15535,1,Oruro,,
15535,1,Potosí,,
15535,1,Tarija,,
15535,1,Santa Cruz,,
15535,1,Beni,,
15535,1,Pando,,
15535,1,Chuquisaca,,
15535,1,La Paz,,
15535,1,Cochabamba,,
15535,1,Oruro,,
15535,1,Potosí,,
15535,1,Tarija,,
15535,1,Santa Cruz,,
15535,1,Beni,,
15535,1,Pando,,
15535,1,Chuquisaca,,
15535,1,La Paz,,
15535,1,Cochabamba,,
15535,1,Oruro,,
15535,1,Potosí,,
15535,1,Tarija,,
15535,1,Santa Cruz,,
15535,1,Beni,,
15535,1,Pando,,
15535,1,Chuquisaca,,
15535,1,La Paz,,
15535,1,Cochabamba,,
15535,1,Oruro,,
15535,1,Potosí,,
15535,1,Tarija,,
15535,1,Santa Cruz,,
15535,1,Beni,,
15535,1,Pando,,
15535,1,Chuquisaca,,
15535,1,La Paz,,
15535,1,Cochabamba,,
15535,1,Oruro,,
15535,1,Potosí,,
15535,1,Tarija,,
15535,1,Santa Cruz,,
15535,1,Beni,,
15535,1,Pando,,
15536,1,Tarija,Gran Chaco,Caraparí
15537,2,Chuquisaca,Oropeza,Sucre
15537,2,Chuquisaca,Oropeza,Yotala
15537,2,Chuquisaca,Luis Calvo,Macharetí
15537,2,La Paz,Murillo,El Alto
15537,2,La Paz,Pacajes,Callapa
15537,2,La Paz,Ingavi,Viacha
15537,2,La Paz,Ingavi,Guaqui
15537,2,La Paz,Ingavi,Tiahuanacu
15537,2,La Paz,Ingavi,Desaguadero
15537,2,La Paz,Los Andes,Laja
15537,2,La Paz,Aroma,Sica Sica
15537,2,La Paz,Aroma,Umala
15537,2,La Paz,Aroma,Ayo Ayo
15537,2,La Paz,Aroma,Calamarca
15537,2,La Paz,Aroma,Patacamaya
15537,2,Cochabamba,Cercado,Cochabamba
15537,2,Cochabamba,Arque,Arque
15537,2,Cochabamba,Quillacollo,Quillacollo
15537,2,Cochabamba,Quillacollo,Sipe Sipe
15537,2,Cochabamba,Chapare,Sacaba
15537,2,Cochabamba,Chapare,Colomi
15537,2,Cochabamba,Chapare,Villa Tunari
15537,2,Cochabamba,Carrasco,Chimore
15537,2,Cochabamba,Carrasco,Puerto Villarroel
15537,2,Oruro,Cercado,Oruro
15537,2,Oruro,Cercado,Caracollo
15537,2,Oruro,Cercado,Soracachi (Paria)
15537,2,Oruro,Abaroa,Challapata
15537,2,Oruro,Sajama,Curahuara de Carangas
15537,2,Oruro,Pantaleón Dalence,Machacamarca
15537,2,Potosí,Tomás Frías,Potosí
15537,2,Potosí,Tomás Frías,Yocalla
15537,2,Potosí,Cornelio Saavedra,Betanzos
15537,2,Tarija,Cercado,Tarija
15537,2,Tarija,Aniceto Arce,Padcaya
15537,2,Tarija,Aniceto Arce,Bermejo
15537,2,Tarija,Gran Chaco,Yacuiba
15537,2,Tarija,Gran Chaco,Caraparí
15537,2,Tarija,Gran Chaco,Villamontes
15537,2,Tarija,Aviles,Uriondo
15537,2,Tarija,Burnet O'connor,Entre Ríos
15537,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
15537,2,Santa Cruz,Andrés Ibáñez,Cotoca
15537,2,Santa Cruz,Andrés Ibáñez,La Guardia
15537,2,Santa Cruz,Warnes,Warnes
15537,2,Santa Cruz,Ichilo,Buena Vista
15537,2,Santa Cruz,Ichilo,San Carlos
15537,2,Santa Cruz,Ichilo,Yapacaní
15537,2,Santa Cruz,Chiquitos,San José de Chiquitos
15537,2,Santa Cruz,Chiquitos,Pailón
15537,2,Santa Cruz,Chiquitos,Roboré
15537,2,Santa Cruz,Sara,Portachuelo
15537,2,Santa Cruz,Cordillera,Lagunillas
15537,2,Santa Cruz,Cordillera,Charagua
15537,2,Santa Cruz,Cordillera,Cabezas
15537,2,Santa Cruz,Cordillera,Gutiérrez
15537,2,Santa Cruz,Cordillera,Camiri
15537,2,Santa Cruz,Cordillera,Boyuibe
15537,2,Santa Cruz,Obispo Santistevan,Montero
15537,2,Santa Cruz,Germán Busch,Puerto Suárez
15537,2,Santa Cruz,Germán Busch,Carmen Rivero Torrez
15537,2,Santa Cruz,Guarayos,Ascensión de Guarayos
15537,2,Beni,Cercado,Trinidad
15537,2,Beni,Cercado,San Javier
15537,2,Beni,Vaca Diéz,Riberalta
15537,2,Beni,Vaca Diéz,Guayaramerín
15537,2,Beni,Mamoré,San Ramon
15537,2,Pando,Nicolas Suarez,Cobija
15537,2,Chuquisaca,Oropeza,Sucre
15537,2,Chuquisaca,Oropeza,Yotala
15537,2,Chuquisaca,Luis Calvo,Macharetí
15537,2,La Paz,Murillo,El Alto
15537,2,La Paz,Pacajes,Callapa
15537,2,La Paz,Ingavi,Viacha
15537,2,La Paz,Ingavi,Guaqui
15537,2,La Paz,Ingavi,Tiahuanacu
15537,2,La Paz,Ingavi,Desaguadero
15537,2,La Paz,Los Andes,Laja
15537,2,La Paz,Aroma,Sica Sica
15537,2,La Paz,Aroma,Umala
15537,2,La Paz,Aroma,Ayo Ayo
15537,2,La Paz,Aroma,Calamarca
15537,2,La Paz,Aroma,Patacamaya
15537,2,Cochabamba,Cercado,Cochabamba
15537,2,Cochabamba,Arque,Arque
15537,2,Cochabamba,Quillacollo,Quillacollo
15537,2,Cochabamba,Quillacollo,Sipe Sipe
15537,2,Cochabamba,Chapare,Sacaba
15537,2,Cochabamba,Chapare,Colomi
15537,2,Cochabamba,Chapare,Villa Tunari
15537,2,Cochabamba,Carrasco,Chimore
15537,2,Cochabamba,Carrasco,Puerto Villarroel
15537,2,Oruro,Cercado,Oruro
15537,2,Oruro,Cercado,Caracollo
15537,2,Oruro,Cercado,Soracachi (Paria)
15537,2,Oruro,Abaroa,Challapata
15537,2,Oruro,Sajama,Curahuara de Carangas
15537,2,Oruro,Pantaleón Dalence,Machacamarca
15537,2,Potosí,Tomás Frías,Potosí
15537,2,Potosí,Tomás Frías,Yocalla
15537,2,Potosí,Cornelio Saavedra,Betanzos
15537,2,Tarija,Cercado,Tarija
15537,2,Tarija,Aniceto Arce,Padcaya
15537,2,Tarija,Aniceto Arce,Bermejo
15537,2,Tarija,Gran Chaco,Yacuiba
15537,2,Tarija,Gran Chaco,Caraparí
15537,2,Tarija,Gran Chaco,Villamontes
15537,2,Tarija,Aviles,Uriondo
15537,2,Tarija,Burnet O'connor,Entre Ríos
15537,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
15537,2,Santa Cruz,Andrés Ibáñez,Cotoca
15537,2,Santa Cruz,Andrés Ibáñez,La Guardia
15537,2,Santa Cruz,Warnes,Warnes
15537,2,Santa Cruz,Ichilo,Buena Vista
15537,2,Santa Cruz,Ichilo,San Carlos
15537,2,Santa Cruz,Ichilo,Yapacaní
15537,2,Santa Cruz,Chiquitos,San José de Chiquitos
15537,2,Santa Cruz,Chiquitos,Pailón
15537,2,Santa Cruz,Chiquitos,Roboré
15537,2,Santa Cruz,Sara,Portachuelo
15537,2,Santa Cruz,Cordillera,Lagunillas
15537,2,Santa Cruz,Cordillera,Charagua
15537,2,Santa Cruz,Cordillera,Cabezas
15537,2,Santa Cruz,Cordillera,Gutiérrez
15537,2,Santa Cruz,Cordillera,Camiri
15537,2,Santa Cruz,Cordillera,Boyuibe
15537,2,Santa Cruz,Obispo Santistevan,Montero
15537,2,Santa Cruz,Germán Busch,Puerto Suárez
15537,2,Santa Cruz,Germán Busch,Carmen Rivero Torrez
15537,2,Santa Cruz,Guarayos,Ascensión de Guarayos
15537,2,Beni,Cercado,Trinidad
15537,2,Beni,Cercado,San Javier
15537,2,Beni,Vaca Diéz,Riberalta
15537,2,Beni,Vaca Diéz,Guayaramerín
15537,2,Beni,Mamoré,San Ramon
15537,2,Pando,Nicolas Suarez,Cobija
15537,2,Chuquisaca,Oropeza,Sucre
15537,2,Chuquisaca,Oropeza,Yotala
15537,2,Chuquisaca,Luis Calvo,Macharetí
15537,2,La Paz,Murillo,El Alto
15537,2,La Paz,Pacajes,Callapa
15537,2,La Paz,Ingavi,Viacha
15537,2,La Paz,Ingavi,Guaqui
15537,2,La Paz,Ingavi,Tiahuanacu
15537,2,La Paz,Ingavi,Desaguadero
15537,2,La Paz,Los Andes,Laja
15537,2,La Paz,Aroma,Sica Sica
15537,2,La Paz,Aroma,Umala
15537,2,La Paz,Aroma,Ayo Ayo
15537,2,La Paz,Aroma,Calamarca
15537,2,La Paz,Aroma,Patacamaya
15537,2,Cochabamba,Cercado,Cochabamba
15537,2,Cochabamba,Arque,Arque
15537,2,Cochabamba,Quillacollo,Quillacollo
15537,2,Cochabamba,Quillacollo,Sipe Sipe
15537,2,Cochabamba,Chapare,Sacaba
15537,2,Cochabamba,Chapare,Colomi
15537,2,Cochabamba,Chapare,Villa Tunari
15537,2,Cochabamba,Carrasco,Chimore
15537,2,Cochabamba,Carrasco,Puerto Villarroel
15537,2,Oruro,Cercado,Oruro
15537,2,Oruro,Cercado,Caracollo
15537,2,Oruro,Cercado,Soracachi (Paria)
15537,2,Oruro,Abaroa,Challapata
15537,2,Oruro,Sajama,Curahuara de Carangas
15537,2,Oruro,Pantaleón Dalence,Machacamarca
15537,2,Potosí,Tomás Frías,Potosí
15537,2,Potosí,Tomás Frías,Yocalla
15537,2,Potosí,Cornelio Saavedra,Betanzos
15537,2,Tarija,Cercado,Tarija
15537,2,Tarija,Aniceto Arce,Padcaya
15537,2,Tarija,Aniceto Arce,Bermejo
15537,2,Tarija,Gran Chaco,Yacuiba
15537,2,Tarija,Gran Chaco,Caraparí
15537,2,Tarija,Gran Chaco,Villamontes
15537,2,Tarija,Aviles,Uriondo
15537,2,Tarija,Burnet O'connor,Entre Ríos
15537,2,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra
15537,2,Santa Cruz,Andrés Ibáñez,Cotoca
15537,2,Santa Cruz,Andrés Ibáñez,La Guardia
15537,2,Santa Cruz,Warnes,Warnes
15537,2,Santa Cruz,Ichilo,Buena Vista
15537,2,Santa Cruz,Ichilo,San Carlos
15537,2,Santa Cruz,Ichilo,Yapacaní
15537,2,Santa Cruz,Chiquitos,San José de Chiquitos
15537,2,Santa Cruz,Chiquitos,Pailón
15537,2,Santa Cruz,Chiquitos,Roboré
15537,2,Santa Cruz,Sara,Portachuelo
15537,2,Santa Cruz,Cordillera,Lagunillas
15537,2,Santa Cruz,Cordillera,Charagua
15537,2,Santa Cruz,Cordillera,Cabezas
15537,2,Santa Cruz,Cordillera,Gutiérrez
15537,2,Santa Cruz,Cordillera,Camiri
15537,2,Santa Cruz,Cordillera,Boyuibe
15537,2,Santa Cruz,Obispo Santistevan,Montero
15537,2,Santa Cruz,Germán Busch,Puerto Suárez
15537,2,Santa Cruz,Germán Busch,Carmen Rivero Torrez
15537,2,Santa Cruz,Guarayos,Ascensión de Guarayos
